created_at,full_text,lang,cleaned_text,normalized_text
2024-09-13,@ARSIPAJA orang SDM rendah kaya gini jadi mentri anjing banget gak!!!,in,orang sdm rendah kaya gini jadi mentri anjing banget gak,orang sdm rendah kaya gini jadi menteri anjing banget gak
2024-09-12,@VIVAcoid Menlu yg akan datang fokus bergeining barang jadi bukan mentah Fokus ekspor kurangi import... Termasuk peningkatan kerjasama yg menguntungkan negara dan peningkatan SDM Gak suka Mentri yg gini....,in,menlu yg akan datang fokus bergeining barang jadi bukan mentah fokus ekspor kurangi import termasuk peningkatan kerjasama yg menguntungkan negara dan peningkatan sdm gak suka mentri yg gini,menlu yang akan datang fokus bergeining barang jadi bukan mentah fokus ekspor kurangi import termasuk peningkatan kerjasama yang menguntungkan negara dan peningkatan sdm gak suka menteri yang gini
2024-09-12,@tempodotco Mentri sdm rendah,in,mentri sdm rendah,menteri sdm rendah
2024-09-12,@CNNIndonesia sdm r3ndah dijaduin mentri.,in,sdm rndah dijaduin mentri,sdm rndah dijaduin menteri
2024-09-07,@LoneLynx___ Sdm rendah sedang mengemis di depan mentri,in,sdm rendah sedang mengemis di depan mentri,sdm rendah sedang mengemis di depan menteri
2024-09-06,Ada ada aja kelakuan mentri minuman fermentasi susu Toleransi kebablasan jadi tololansi Indonesia udah diobok2 sistem pemerintahannya kualitas SDM nya sekarang akidahnya pun kena,in,ada ada aja kelakuan mentri minuman fermentasi susu toleransi kebablasan jadi tololansi indonesia udah diobok sistem pemerintahannya kualitas sdm nya sekarang akidahnya pun kena,ada ada saja kelakuan menteri minuman fermentasi susu toleransi kebablasan jadi tololansi indonesia udah diobok sistem pemerintahannya kualitas sdm nya sekarang akidahnya pun kena
2024-09-04,@DS_yantie Faktor investor juga ngaruh si jd ekosistem ekonomi dll nya lebih maju sdm juga ikut upgrade. Indonesia mah mentri investasi nya payah ah.. sok galak galak doank investor gagal masuk,in,faktor investor juga ngaruh si jd ekosistem ekonomi dll nya lebih maju sdm juga ikut upgrade indonesia mah mentri investasi nya payah ah sok galak galak doank investor gagal masuk,faktor investor juga ngaruh si jadi ekosistem ekonomi dll nya lebih maju sdm juga ikut upgrade indonesia mah menteri investasi nya payah ah sok galak galak doank investor gagal masuk
2024-09-02,Kita tahu y klo hubungan antara Indonesia - Arab Saudi terpelihara dengan baik dari aspek ekonomi maupun pengembangan SDM makannya wajar bngt syaikh Sayyid sangat care dan menerima baik kunjungan dr Mentri Bahlil Bahlil Sayyid Ahmad https://t.co/MvCpaxQEns,in,kita tahu y klo hubungan antara indonesia arab saudi terpelihara dengan baik dari aspek ekonomi maupun pengembangan sdm makannya wajar bngt syaikh sayyid sangat care dan menerima baik kunjungan dr mentri bahlil bahlil sayyid ahmad,kita tahu y kalau hubungan antara indonesia arab saudi terpelihara dengan baik dari aspek ekonomi maupun pengembangan sdm makannya wajar banget syaikh sayyid sangat care dan menerima baik kunjungan dari menteri bahlil bahlil sayyid ahmad
2024-08-29,@VIVAcoid Mau dimana kemana negeri ini jika PREMAN aktif menduduki kursi MENTRI? apakah kita sudah kehabisan SDM aktif?,in,mau dimana kemana negeri ini jika preman aktif menduduki kursi mentri apakah kita sudah kehabisan sdm aktif,mau dimana kemana negeri ini jika preman aktif menduduki kursi menteri apakah kita sudah kehabisan sdm aktif
2024-08-27,@AlghifAqsa Dan anggaran kemenristek....? Di bawah 100 T Mau SDM apa.... Anggaran pendidikan gede tapi Mentri pendidikan Hanya dibawah 100 Malah puluhan ribu sekolah jutaan guru Miris dah,in,dan anggaran kemenristek di bawah t mau sdm apa anggaran pendidikan gede tapi mentri pendidikan hanya dibawah malah puluhan ribu sekolah jutaan guru miris dah,dan anggaran kemenristek di bawah t mau sdm apa anggaran pendidikan gede tapi menteri pendidikan hanya dibawah malah puluhan ribu sekolah jutaan guru miris dah
2024-08-26,@erlanishere kekurangan sdm kek nya jadi kepaksa nyomot dia jadi mentri,in,kekurangan sdm kek nya jadi kepaksa nyomot dia jadi mentri,kekurangan sdm kek nya jadi kepaksa nyomot dia jadi menteri
2024-08-21,@Box2boxID Lebih keren pak harto saya rasa karena kita emng gak cocok jadi negara berdemokrasi sdm nya belum mampu lebih baik emng seperti jaman pak harto korupsi skrng dr level kang parkir sampai atas merata sedangkan pak harto apa ada keluarganya yg jd mentri gubernur wapres,in,lebih keren pak harto saya rasa karena kita emng gak cocok jadi negara berdemokrasi sdm nya belum mampu lebih baik emng seperti jaman pak harto korupsi skrng dr level kang parkir sampai atas merata sedangkan pak harto apa ada keluarganya yg jd mentri gubernur wapres,lebih keren pak harto saya rasa karena kita emng gak cocok jadi negara berdemokrasi sdm nya belum mampu lebih baik emng seperti jaman pak harto korupsi skrng dari level kang parkir sampai atas merata sedangkan pak harto apa ada keluarganya yang jadi menteri gubernur wapres
2024-08-21,@hrdbacot Negara lagi genting tapi wakil mentri SDM lagi santai kawan pakai mobil dinas mahal di resto SCBD https://t.co/ArhjmJhCoB,in,negara lagi genting tapi wakil mentri sdm lagi santai kawan pakai mobil dinas mahal di resto scbd,negara lagi genting tapi wakil menteri sdm lagi santai kawan pakai mobil dinas mahal di resto scbd
2024-08-21,@tempodotco @morecaffeins Negara lagi genting tapi wakil mentri SDM lagi santai kawan pakai mobil dinas mahal di resto SCBD https://t.co/qklOZrA0Dy,in,negara lagi genting tapi wakil mentri sdm lagi santai kawan pakai mobil dinas mahal di resto scbd,negara lagi genting tapi wakil menteri sdm lagi santai kawan pakai mobil dinas mahal di resto scbd
2024-08-20,@aniesbaswedan 3. Ternyata ... para Elite Parpol itu hanya : -mikir bgm jd #Mentri di kabinet sang #Penjoged tsb atau -#trSandera kasus hukum si #Pmimpin Parpolnya tsb Shg terindikasi saat Pemilu cuman dipake sbg ajang #nego utk #SDM/Slamatkan Diri (kpentingan) Msg2 para pmimpin Parpol itu ,in,ternyata para elite parpol itu hanya mikir bgm jd di kabinet sang tsb atau kasus hukum si parpolnya tsb shg terindikasi saat pemilu cuman dipake sbg ajang utk slamatkan diri kpentingan msg para pmimpin parpol itu,ternyata para elite parpol itu hanya mikir bgm jadi di kabinet sang tsb atau kasus hukum si parpolnya tsb shg terindikasi saat pemilu cuman dipake sbg ajang untuk slamatkan diri kpentingan msg para pmimpin parpol itu
2024-08-16,Ya beginilah kalo SDM rendah bisa jadi mentri.. Sebenernya ga ada yg salah bagi2 mentri asal mentri yg ditunjuk punya kompetensi yg mendukung dan ahli dibidangnya.. Udah miris punya mentri kaya gini makin miris lagi masih dibela sama kaum2 buta yg emang sama2 SDM rendah..,in,ya beginilah kalo sdm rendah bisa jadi mentri sebenernya ga ada yg salah bagi mentri asal mentri yg ditunjuk punya kompetensi yg mendukung dan ahli dibidangnya udah miris punya mentri kaya gini makin miris lagi masih dibela sama kaum buta yg emang sama sdm rendah,ya beginilah kalo sdm rendah bisa jadi menteri sebenernya gak ada yang salah bagi menteri asal menteri yang ditunjuk punya kompetensi yang mendukung dan ahli dibidangnya udah miris punya menteri kaya gini makin miris lagi masih dibela sama kaum buta yang emang sama sdm rendah
2024-08-14,obrolan sama emak malem ini key point nya adalah. Program mentri pendidikan sekarang bagus banget buat pendidikan tinggi tapi untuk pendidikan rendah khususnya SD kurang banget implementasinya karena emang basis sdm belum siap (masih banyak guru sepuh) https://t.co/iApXRBJxgC,in,obrolan sama emak malem ini key point nya adalah program mentri pendidikan sekarang bagus banget buat pendidikan tinggi tapi untuk pendidikan rendah khususnya sd kurang banget implementasinya karena emang basis sdm belum siap masih banyak guru sepuh,obrolan sama emak malem ini key point nya adalah program menteri pendidikan sekarang bagus banget buat pendidikan tinggi tapi untuk pendidikan rendah khususnya sd kurang banget implementasinya karena emang basis sdm belum siap masih banyak guru sepuh
2024-08-06,@MichelAdam7__ @_bemsi SDM mentri Lokal Tak Siap Bersaing dengan mentri Asing...,in,sdm mentri lokal tak siap bersaing dengan mentri asing,sdm menteri lokal tak siap bersaing dengan menteri asing
2024-07-29,Bayangin ya sama nadiem kebijakannya begini apalagi kalo kursinya dikasih buat giveaway? Bisa kayak menteri kehutanan hutan kita di-giveaway-kan wkwk Kalo mentri pendidikan? Ya sdm kita yg di-giveaway-kan. Makin bodoh makin gampang dimanipulasi dan dieksploitasi.,in,bayangin ya sama nadiem kebijakannya begini apalagi kalo kursinya dikasih buat giveaway bisa kayak menteri kehutanan hutan kita digiveawaykan wkwk kalo mentri pendidikan ya sdm kita yg digiveawaykan makin bodoh makin gampang dimanipulasi dan dieksploitasi,bayangin ya sama nadiem kebijakannya begini apalagi kalo kursinya dikasih buat giveaway bisa kayak menteri kehutanan hutan kita digiveawaykan wkwk kalo menteri pendidikan ya sdm kita yang digiveawaykan makin bodoh makin gampang dimanipulasi dan dieksploitasi
2024-07-26,@tempodotco Sedih pak sdh hancur gene kau pulak mau menanamkan ideologi yg bertentangan dgn dasar hukum negara kita. Bpk mentri gelar doktor.... Pernyataan jauh dari SDM,in,sedih pak sdh hancur gene kau pulak mau menanamkan ideologi yg bertentangan dgn dasar hukum negara kita bpk mentri gelar doktor pernyataan jauh dari sdm,sedih pak sdh hancur gene kau pulak mau menanamkan ideologi yang bertentangan dengan dasar hukum negara kita bpk menteri gelar doktor pernyataan jauh dari sdm
2024-07-19,Beda sdm bg soalnya itu mentri pendidikan nyontoh sistem luar jg ga efektif,in,beda sdm bg soalnya itu mentri pendidikan nyontoh sistem luar jg ga efektif,beda sdm bg soalnya itu menteri pendidikan nyontoh sistem luar juga gak efektif
2024-07-17,@5teV3n_Pe9eL Gimana mau bersaing ya SDM kita ... nnt yg ada mentri yang bilang lagi SDM kita tdk kompeten .. so harus ijinkan tenaga kerja asing masuk ... Indonesia Emas ... atau Indonesia Cemas ....,in,gimana mau bersaing ya sdm kita nnt yg ada mentri yang bilang lagi sdm kita tdk kompeten so harus ijinkan tenaga kerja asing masuk indonesia emas atau indonesia cemas,gimana mau bersaing ya sdm kita nnt yang ada menteri yang bilang lagi sdm kita tidak kompeten so harus ijinkan tenaga kerja asing masuk indonesia emas atau indonesia cemas
2024-07-15,@jokowi SDM unggul... Selama 10thun jokowi menjabat ngapain aja soal SDM unggul.. Mentri-mentinya aja dablek semua hasil pilihan balas jasa,in,sdm unggul selama thun jokowi menjabat ngapain aja soal sdm unggul mentrimentinya aja dablek semua hasil pilihan balas jasa,sdm unggul selama thun jokowi menjabat ngapain saja soal sdm unggul mentrimentinya saja dablek semua hasil pilihan balas jasa
2024-07-13,@Svngthsvr @YourDearCrush98 @zanatul_91 Kalo menpan konsern dia ke mas mentri ke dagri bikin surat bersama honorer stop mulai taun brp. Jangan mau ini itu karena diminta atasan akibatnya dilempar ke sektor/daerah. Yang butuh ada pppk itu menpan karena tugasnya kelola sdm ga usah sok pahlawan.,in,kalo menpan konsern dia ke mas mentri ke dagri bikin surat bersama honorer stop mulai taun brp jangan mau ini itu karena diminta atasan akibatnya dilempar ke sektordaerah yang butuh ada pppk itu menpan karena tugasnya kelola sdm ga usah sok pahlawan,kalo menpan konsern dia ke mas menteri ke dagri bikin surat bersama honorer stop mulai taun brp jangan mau ini itu karena diminta atasan akibatnya dilempar ke sektordaerah yang butuh ada pppk itu menpan karena tugasnya kelola sdm gak usah sok pahlawan
2024-07-11,@BosPurwa Mentri kepo...gelar jenderal tak berguna Contoh tu Singapur maju bukan dari pertanian dan SDA tapi dari SDM yg pendidikan dibiayai oleh negaranya...,in,mentri kepogelar jenderal tak berguna contoh tu singapur maju bukan dari pertanian dan sda tapi dari sdm yg pendidikan dibiayai oleh negaranya,menteri kepogelar jenderal tak berguna contoh tu singapur maju bukan dari pertanian dan sda tapi dari sdm yang pendidikan dibiayai oleh negaranya
2024-07-10,kemenpanrb Mentri PANRB Abdullah Azwar Anas mendukung penguatan transformasi Polri yang dilakukan secara berkelanjutan. ia mendukung transformasi di tubuh Polri terus di jalankan pada grand design kelembagaan digitalisasi serta budaya dan SDM. Hal tersebut selaras dengan tekad https://t.co/JI2T9V2Y7A,in,kemenpanrb mentri panrb abdullah azwar anas mendukung penguatan transformasi polri yang dilakukan secara berkelanjutan ia mendukung transformasi di tubuh polri terus di jalankan pada grand design kelembagaan digitalisasi serta budaya dan sdm hal tersebut selaras dengan tekad,kemenpanrb menteri panrb abdullah azwar anas mendukung penguatan transformasi polri yang dilakukan secara berkelanjutan ia mendukung transformasi di tubuh polri terus di jalankan pada grand design kelembagaan digitalisasi serta budaya dan sdm hal tersebut selaras dengan tekad
2024-07-09,@tempodotco Masih jadi misteri penerbitan uu ini. Apalagi yang di berikan kewemangan malah mentri investasi? Kementrian esdm lah seharusnya yang diberikan wewenang penuh. Orang diluar sana udah mau nambang yang ramah lingkungan dengan teknologi dn sdm tinggi. Ini malah kasih ke ormas?,in,masih jadi misteri penerbitan uu ini apalagi yang di berikan kewemangan malah mentri investasi kementrian esdm lah seharusnya yang diberikan wewenang penuh orang diluar sana udah mau nambang yang ramah lingkungan dengan teknologi dn sdm tinggi ini malah kasih ke ormas,masih jadi misteri penerbitan uu ini apalagi yang di berikan kewemangan malah menteri investasi kementrian esdm lah seharusnya yang diberikan wewenang penuh orang diluar sana udah mau nambang yang ramah lingkungan dengan teknologi dn sdm tinggi ini malah kasih ke ormas
2024-07-04,@MarahIchsan SDM kita masih banyak yng bgangur bahkan banyak yng kerja di luar negri Ga mikir ni mentri malah mau datangin tenaga kerja dari luar.,in,sdm kita masih banyak yng bgangur bahkan banyak yng kerja di luar negri ga mikir ni mentri malah mau datangin tenaga kerja dari luar,sdm kita masih banyak yng bgangur bahkan banyak yng kerja di luar negri gak mikir ini menteri malah mau datangin tenaga kerja dari luar
2024-07-03,@yu______be @catchmeupco Sdm rendah wae iso dadi mentri ya ,in,sdm rendah wae iso dadi mentri ya,sdm rendah wae iso dadi menteri ya
2024-06-15,@Urrangawak Pemikiran Kominfo ini kek org SDM rendah pdhal sekelas Mentri katanya,in,pemikiran kominfo ini kek org sdm rendah pdhal sekelas mentri katanya,pemikiran kominfo ini kek org sdm rendah pdhal sekelas menteri katanya
2024-06-15,@Daeng_Info SDM rendah pihak sekolah gamau tau mentri nya malah ngurusin seragam baru. Hedeh konoha,in,sdm rendah pihak sekolah gamau tau mentri nya malah ngurusin seragam baru hedeh konoha,sdm rendah pihak sekolah gamau tau menteri nya malah ngurusin seragam baru hedeh konoha
2024-06-14,@SlndrYp @VIVAcoid Hahaha... emang mentri SDM RENDAH,in,hahaha emang mentri sdm rendah,hahaha emang menteri sdm rendah
2024-06-12,@CNNIndonesia mentri sdm ..... skip,in,mentri sdm skip,menteri sdm skip
2024-06-11,@zainalamochtar republic indonesia ganti saja langsung jadi *jokowi empire* ngapain pake drama pindah mentri masuk ini masuk itu peraturan ini peraturan itu langsung aja keles buang² waktu toh sdm kita juga rendah rakyat pada goblok gak bakal ngerti ini itu,in,republic indonesia ganti saja langsung jadi jokowi empire ngapain pake drama pindah mentri masuk ini masuk itu peraturan ini peraturan itu langsung aja keles buang waktu toh sdm kita juga rendah rakyat pada goblok gak bakal ngerti ini itu,republic indonesia ganti saja langsung jadi jokowi empire ngapain pake drama pindah menteri masuk ini masuk itu peraturan ini peraturan itu langsung saja keles buang waktu toh sdm kita juga rendah rakyat pada goblok gak bakal ngerti ini itu
2024-06-11,Makan tu mentri bego. Punya mentri seperti ini adalah bukti sdm rendah pun bisa jadi mentri.,in,makan tu mentri bego punya mentri seperti ini adalah bukti sdm rendah pun bisa jadi mentri,makan tu menteri bego punya menteri seperti ini adalah bukti sdm rendah pun bisa jadi menteri
2024-06-10,@del_paijo Ini kan Projo SDM Rendah yg bahlul. Bahlil malah jadi mentri,in,ini kan projo sdm rendah yg bahlul bahlil malah jadi mentri,ini kan projo sdm rendah yang bahlul bahlil malah jadi menteri
2024-06-10,@PolJokesID Pak itu obrolan kami para penganggur tukang becak dan tukang tambal ban kalau ngobrol di warkop. Sekelas Mentri kok ngomong gitu? Serendah itu kah SDM Mentri?,in,pak itu obrolan kami para penganggur tukang becak dan tukang tambal ban kalau ngobrol di warkop sekelas mentri kok ngomong gitu serendah itu kah sdm mentri,pak itu obrolan kami para penganggur tukang becak dan tukang tambal ban kalau ngobrol di warkop sekelas menteri kok ngomong gitu serendah itu kah sdm menteri
2024-06-10,@AyaniMel Itu tugasnya mentri PU paok kali pun jd orang kek mana mau maju negara ni SDM rendah kek gini,in,itu tugasnya mentri pu paok kali pun jd orang kek mana mau maju negara ni sdm rendah kek gini,itu tugasnya menteri pu paok kali pun jadi orang kek mana mau maju negara ini sdm rendah kek gini
2024-06-08,@TirtoID MENTRI E.....SDM RENDAH ,in,mentri esdm rendah,menteri esdm rendah
2024-05-29,@DokterTifa Dokter stres. Krn ngebet jadi mentri kesehatan jika anis naik. Ehhh ujung2 nya anis keok. Nah disitu lah gila nya makin parah. Semoga cepat sembuh yah gila nya dok. Tp lebih baik sekalian capat mati aja lah. Biar nda ada lg orang goblok mau meracuni pikiran rakyat. Yg SDM rendah,in,dokter stres krn ngebet jadi mentri kesehatan jika anis naik ehhh ujung nya anis keok nah disitu lah gila nya makin parah semoga cepat sembuh yah gila nya dok tp lebih baik sekalian capat mati aja lah biar nda ada lg orang goblok mau meracuni pikiran rakyat yg sdm rendah,dokter stres karena ngebet jadi menteri kesehatan jika anis naik ehhh ujung nya anis keok nah disitu lah gila nya makin parah semoga cepat sembuh yah gila nya dok tapi lebih baik sekalian capat mati saja lah biar nda ada lg orang goblok mau meracuni pikiran rakyat yang sdm rendah
2024-05-28,@ARSIPAJA Mentri sdm rendah banget buka nya ngasih solusi cara gmn biar sama sama untung petani m emak emak,in,mentri sdm rendah banget buka nya ngasih solusi cara gmn biar sama sama untung petani m emak emak,menteri sdm rendah banget buka nya ngasih solusi cara gmn biar sama sama untung petani m emak emak
2024-05-25,@coindesk_id Memberantas judi sama dengan memberantas prostitusi udh ribuan tahun ga punah dan berharap Mentri negara SDM rendah ini bisa mengatasinya. Lawak dek,in,memberantas judi sama dengan memberantas prostitusi udh ribuan tahun ga punah dan berharap mentri negara sdm rendah ini bisa mengatasinya lawak dek,memberantas judi sama dengan memberantas prostitusi udah ribuan tahun gak punah dan berharap menteri negara sdm rendah ini bisa mengatasinya lawak dek
2024-05-25,@Dandhy_Laksono Kok mampu maling menjadi mentri apakah sistem telah berubah atau SDM maling lebih dari yg lain?,in,kok mampu maling menjadi mentri apakah sistem telah berubah atau sdm maling lebih dari yg lain,kok mampu maling menjadi menteri apakah sistem telah berubah atau sdm maling lebih dari yang lain
2024-05-22,@inilahdotcom Negara ini butuh regenerasi yang terus menerus cerdas dengan SDM yang mumpuni bro Mentri jgn berpikir terkesan SDM sekrg sudah cukup untuk 100 tahun kedepan.,in,negara ini butuh regenerasi yang terus menerus cerdas dengan sdm yang mumpuni bro mentri jgn berpikir terkesan sdm sekrg sudah cukup untuk tahun kedepan,negara ini butuh regenerasi yang terus menerus cerdas dengan sdm yang mumpuni bro menteri jgn berpikir terkesan sdm sekrg sudah cukup untuk tahun kedepan
2024-05-21,@inilahdotcom Pantesan kualitas sdm Indo rendah mentri pendidikannya seperti ini. Buang saja,in,pantesan kualitas sdm indo rendah mentri pendidikannya seperti ini buang saja,pantesan kualitas sdm indo rendah menteri pendidikannya seperti ini buang saja
2024-05-21,@CNNIndonesia Keengga percayaan ama diri sendiri itu menandakan sdm kita terutama para mentri jokodok RENDAH.,in,keengga percayaan ama diri sendiri itu menandakan sdm kita terutama para mentri jokodok rendah,keengga percayaan ama diri sendiri itu menandakan sdm kita terutama para menteri jokodok rendah
2024-05-21,Gue cuma berharap mentri pendidikan nantinya adalah seorang mentri yang memprioritaskan SDM Pendidikan (guru dan tenaga kependidikan) ketimbang teknologi pendidikan (kurikulum),in,gue cuma berharap mentri pendidikan nantinya adalah seorang mentri yang memprioritaskan sdm pendidikan guru dan tenaga kependidikan ketimbang teknologi pendidikan kurikulum,gue cuma berharap menteri pendidikan nantinya adalah seorang menteri yang memprioritaskan sdm pendidikan guru dan tenaga kependidikan ketimbang teknologi pendidikan kurikulum
2024-05-20,@TedInvestigasi Tolol bed SDM nya yang di didik sediakan pendidikan yang dan lapangan pekerjaan yang layak... Gini kalau ketua ormas jadi Mentri ,in,tolol bed sdm nya yang di didik sediakan pendidikan yang dan lapangan pekerjaan yang layak gini kalau ketua ormas jadi mentri,tolol bed sdm nya yang di didik sediakan pendidikan yang dan lapangan pekerjaan yang layak gini kalau ketua ormas jadi menteri
2024-05-19,@blackshark7890 Mentri dungu antek israel yg di lantik oleh jkw dan jgn harap indonesia akan maju apa bila SDM nya di dungu kan oleh Rezim komunis,in,mentri dungu antek israel yg di lantik oleh jkw dan jgn harap indonesia akan maju apa bila sdm nya di dungu kan oleh rezim komunis,menteri dungu antek israel yang di lantik oleh jkw dan jgn harap indonesia akan maju apa bila sdm nya di dungu kan oleh rezim komunis
2024-05-18,@RagilSemar Yaah dah salah ranah tuh mentri harusny masuk di rana investasi atau sdm malah dimasukin di pendidikan. Padahal kota ngak kekurangan ahli atau pakar dibidang pendidikan yang ngak usah ditanya pencapainnya,in,yaah dah salah ranah tuh mentri harusny masuk di rana investasi atau sdm malah dimasukin di pendidikan padahal kota ngak kekurangan ahli atau pakar dibidang pendidikan yang ngak usah ditanya pencapainnya,yaah dah salah ranah tuh menteri harusny masuk di rana investasi atau sdm malah dimasukin di pendidikan padahal kota ngak kekurangan ahli atau pakar dibidang pendidikan yang ngak usah ditanya pencapainnya
2024-05-18,@sosmedkeras Anjir mentri nya aja begini pantesan isinya sdm rendah banyak yang ngeremehin kuliah ckckck,in,anjir mentri nya aja begini pantesan isinya sdm rendah banyak yang ngeremehin kuliah ckckck,anjir menteri nya saja begini pantesan isinya sdm rendah banyak yang ngeremehin kuliah ckckck
2024-05-17,@tanyarlfes gimana mau sdm berkualitas kalau mentri sendiri bilang pendidikan tersier,in,gimana mau sdm berkualitas kalau mentri sendiri bilang pendidikan tersier,gimana mau sdm berkualitas kalau menteri sendiri bilang pendidikan tersier
2024-05-15,@kumparan Memang gk boleh pinter :)) Ntr mentri nya bilang sdm kita kalah saing Ntr presiden nya prihatin ati ngeluh sarjana cuma dikit,in,memang gk boleh pinter ntr mentri nya bilang sdm kita kalah saing ntr presiden nya prihatin ati ngeluh sarjana cuma dikit,memang gak boleh pinter ntr menteri nya bilang sdm kita kalah saing ntr presiden nya prihatin ati ngeluh sarjana cuma dikit
2024-05-15,@tanyarlfes Kutipan mentri kyk gini bisa bikin gap pendidikan makin jauh pengangguran bertambah kualitas sdm yang rendah. Sementara syarat kerja harus bisa kayang minimal dari bayik. Tanggung jawabnu mana (nada juicy luicy(,in,kutipan mentri kyk gini bisa bikin gap pendidikan makin jauh pengangguran bertambah kualitas sdm yang rendah sementara syarat kerja harus bisa kayang minimal dari bayik tanggung jawabnu mana nada juicy luicy,kutipan menteri kyk gini bisa bikin gap pendidikan makin jauh pengangguran bertambah kualitas sdm yang rendah sementara syarat kerja harus bisa kayang minimal dari bayik tanggung jawabnu mana nada juicy luicy
2024-05-15,@sandiuno Tapi dilapangan menjaga supaya kendaraan fasilitas dan sdm supaya tertib itu gak bisa diharapin jadi ya mau gk mau selama fasilitas pendukung gk blm bs diharapin study tournya aja tlg di tertibin Mas mentri,in,tapi dilapangan menjaga supaya kendaraan fasilitas dan sdm supaya tertib itu gak bisa diharapin jadi ya mau gk mau selama fasilitas pendukung gk blm bs diharapin study tournya aja tlg di tertibin mas mentri,tapi dilapangan menjaga supaya kendaraan fasilitas dan sdm supaya tertib itu gak bisa diharapin jadi ya mau gak mau selama fasilitas pendukung gak belum bs diharapin study tournya saja tlg di tertibin mas menteri
2024-05-10,@AndiSinulingga Bagaimana SDM kita bisa makin pintar dan merata kalau kuliah itu hanya buat golongan yang mampu .. mentri pendidikan seharusnya mencari solusi nya bro,in,bagaimana sdm kita bisa makin pintar dan merata kalau kuliah itu hanya buat golongan yang mampu mentri pendidikan seharusnya mencari solusi nya bro,bagaimana sdm kita bisa makin pintar dan merata kalau kuliah itu hanya buat golongan yang mampu menteri pendidikan seharusnya mencari solusi nya bro
2024-05-09,@clara_ng Karena seleksi paling mudah adalah kelengkapan dokumen. Ini salah satu contoh program bagus pelaksanaan mlehe karena faktor sdm pelaksananya. Sepertinya banyak di depdiknas. Mentri nya pengen sprint tapi jalannya diatas pecahan beling ,in,karena seleksi paling mudah adalah kelengkapan dokumen ini salah satu contoh program bagus pelaksanaan mlehe karena faktor sdm pelaksananya sepertinya banyak di depdiknas mentri nya pengen sprint tapi jalannya diatas pecahan beling,karena seleksi paling mudah adalah kelengkapan dokumen ini salah satu contoh program bagus pelaksanaan mlehe karena faktor sdm pelaksananya sepertinya banyak di depdiknas menteri nya pengen sprint tapi jalannya diatas pecahan beling
2024-05-09,@ARSIPAJA Kualitas sdm mentri jkw memang terbaik ,in,kualitas sdm mentri jkw memang terbaik,kualitas sdm menteri jkw memang terbaik
2024-05-07,@tanyakanrl Ternyata Mentri pilihan ijazah palsu SDM rendah juga guys,in,ternyata mentri pilihan ijazah palsu sdm rendah juga guys,ternyata menteri pilihan ijazah palsu sdm rendah juga guys
2024-05-07,@tanyakanrl Sekelas mentri dan ketua umum partai komentarnya kek netizen julid yg sering dibilang sdm rendah padahal mah yang sdmnya rendah itu mentrinya semoga rodamu berputar lebih cepat yah biar tau gimana rasanya di sepelein kek kita rakyat kecil,in,sekelas mentri dan ketua umum partai komentarnya kek netizen julid yg sering dibilang sdm rendah padahal mah yang sdmnya rendah itu mentrinya semoga rodamu berputar lebih cepat yah biar tau gimana rasanya di sepelein kek kita rakyat kecil,sekelas menteri dan ketua umum partai komentarnya kek netizen julid yang sering dibilang sdm rendah padahal mah yang sdmnya rendah itu mentrinya semoga rodamu berputar lebih cepat yah biar tau gimana rasanya di sepelein kek kita rakyat kecil
2024-05-07,@tanyakanrl @ZUL_Hasan komentar kaya sdm rendah gini kok bisa jadi mentri? Harusnya anda lebih bijak dalam menanggapi komentar.. Dikritik gamau padahal emg salah,in,komentar kaya sdm rendah gini kok bisa jadi mentri harusnya anda lebih bijak dalam menanggapi komentar dikritik gamau padahal emg salah,komentar kaya sdm rendah gini kok bisa jadi menteri harusnya anda lebih bijak dalam menanggapi komentar dikritik gamau padahal emg salah
2024-05-06,@timpenguinnas Mentri SDM ,in,mentri sdm,menteri sdm
2024-05-03,@tanyarlfes Se goblok2 nya sdm rendah lebih goblok lagi pemerintah apalagi mentri kesehatan,in,se goblok nya sdm rendah lebih goblok lagi pemerintah apalagi mentri kesehatan,se goblok nya sdm rendah lebih goblok lagi pemerintah apalagi menteri kesehatan
2024-04-29,Gimana mo ngomongin produktivitas &amp; daya saing SDM RI? Gelaaap bener dah..... Mumet ra Pak Nadiem sbg Mentri Pendidikan? Selamat pagi,in,gimana mo ngomongin produktivitas amp daya saing sdm ri gelaaap bener dah mumet ra pak nadiem sbg mentri pendidikan selamat pagi,gimana mo ngomongin produktivitas amp daya saing sdm ri gelaaap bener dah mumet ra pak nadiem sbg menteri pendidikan selamat pagi
